Code,Center Name,Purchase Date,Indent Date,No of Purchy,Qty in Qtls
7,BILAULI,03-12-2022,03-12-2022,7,332.69
7,BILAULI,04-12-2022,03-12-2022,4,178.40
7,BILAULI,04-12-2022,04-12-2022,5,255.56
7,BILAULI,05-12-2022,04-12-2022,2,73.21
7,BILAULI,05-12-2022,05-12-2022,10,495.34
7,BILAULI,06-12-2022,04-12-2022,1,51.23
7,BILAULI,06-12-2022,05-12-2022,2,102.32
7,BILAULI,06-12-2022,06-12-2022,12,470.40
7,BILAULI,07-12-2022,06-12-2022,1,23.36
7,BILAULI,07-12-2022,07-12-2022,14,491.43
7,BILAULI,08-12-2022,07-12-2022,1,23.26
7,BILAULI,08-12-2022,08-12-2022,10,380.45
7,BILAULI,09-12-2022,09-12-2022,12,634.15
7,BILAULI,10-12-2022,07-12-2022,1,23.17
7,BILAULI,10-12-2022,10-12-2022,11,511.98
7,BILAULI,11-12-2022,11-12-2022,10,501.02
7,BILAULI,12-12-2022,12-12-2022,10,405.90
7,BILAULI,13-12-2022,10-12-2022,1,53.26
7,BILAULI,13-12-2022,13-12-2022,11,457.58
7,BILAULI,14-12-2022,12-12-2022,1,22.32
7,BILAULI,14-12-2022,14-12-2022,9,446.05
7,BILAULI,15-12-2022,13-12-2022,1,49.50
7,BILAULI,15-12-2022,14-12-2022,2,105.49
7,BILAULI,15-12-2022,15-12-2022,15,463.60
7,BILAULI,16-12-2022,13-12-2022,1,23.56
7,BILAULI,16-12-2022,15-12-2022,4,122.32
7,BILAULI,16-12-2022,16-12-2022,13,480.34
7,BILAULI,17-12-2022,15-12-2022,1,51.08
7,BILAULI,17-12-2022,17-12-2022,8,372.88
7,BILAULI,18-12-2022,16-12-2022,3,99.69
7,BILAULI,18-12-2022,17-12-2022,5,174.23
7,BILAULI,18-12-2022,18-12-2022,7,366.95
7,BILAULI,19-12-2022,17-12-2022,1,44.25
7,BILAULI,19-12-2022,18-12-2022,1,52.12
7,BILAULI,19-12-2022,19-12-2022,13,507.12
7,BILAULI,20-12-2022,19-12-2022,5,145.24
7,BILAULI,20-12-2022,20-12-2022,16,641.50
7,BILAULI,21-12-2022,18-12-2022,1,23.76
7,BILAULI,21-12-2022,21-12-2022,12,488.51
7,BILAULI,22-12-2022,21-12-2022,5,144.58
7,BILAULI,22-12-2022,22-12-2022,8,426.49
7,BILAULI,23-12-2022,22-12-2022,1,23.17
7,BILAULI,23-12-2022,23-12-2022,8,425.59
7,BILAULI,24-12-2022,22-12-2022,1,23.51
7,BILAULI,24-12-2022,23-12-2022,1,51.18
7,BILAULI,24-12-2022,24-12-2022,16,580.36
7,BILAULI,25-12-2022,24-12-2022,1,23.51
7,BILAULI,25-12-2022,25-12-2022,13,567.45
7,BILAULI,26-12-2022,25-12-2022,2,46.38
7,BILAULI,26-12-2022,26-12-2022,16,613.84
7,BILAULI,27-12-2022,25-12-2022,1,23.46
7,BILAULI,27-12-2022,26-12-2022,1,23.22
7,BILAULI,27-12-2022,27-12-2022,13,482.69
7,BILAULI,28-12-2022,26-12-2022,1,53.61
7,BILAULI,28-12-2022,27-12-2022,4,180.98
7,BILAULI,28-12-2022,28-12-2022,10,444.12
7,BILAULI,29-12-2022,28-12-2022,2,46.28
7,BILAULI,29-12-2022,29-12-2022,9,417.73
7,BILAULI,30-12-2022,30-12-2022,14,565.33
7,BILAULI,31-12-2022,29-12-2022,1,23.07
7,BILAULI,31-12-2022,31-12-2022,15,502.96
7,BILAULI,02-01-2023,31-12-2022,1,23.26
7,BILAULI,02-01-2023,01-01-2023,9,301.54
7,BILAULI,02-01-2023,02-01-2023,4,155.13
7,BILAULI,03-01-2023,31-12-2022,1,23.56
7,BILAULI,03-01-2023,02-01-2023,1,49.70
7,BILAULI,03-01-2023,03-01-2023,15,561.35
7,BILAULI,04-01-2023,03-01-2023,5,177.01
7,BILAULI,04-01-2023,04-01-2023,9,480.20
7,BILAULI,05-01-2023,03-01-2023,2,46.87
7,BILAULI,05-01-2023,04-01-2023,3,70.09
7,BILAULI,05-01-2023,05-01-2023,13,544.24
7,BILAULI,06-01-2023,06-01-2023,14,599.54
7,BILAULI,07-01-2023,05-01-2023,1,50.69
7,BILAULI,07-01-2023,07-01-2023,13,486.31
7,BILAULI,08-01-2023,06-01-2023,1,23.71
7,BILAULI,08-01-2023,07-01-2023,2,106.77
7,BILAULI,08-01-2023,08-01-2023,8,367.09
7,BILAULI,09-01-2023,07-01-2023,1,23.51
7,BILAULI,09-01-2023,08-01-2023,4,212.55
7,BILAULI,09-01-2023,09-01-2023,11,407.87
7,BILAULI,10-01-2023,09-01-2023,4,124.10
7,BILAULI,10-01-2023,10-01-2023,15,594.49
7,BILAULI,11-01-2023,09-01-2023,2,46.23
7,BILAULI,11-01-2023,11-01-2023,12,554.20
7,BILAULI,12-01-2023,11-01-2023,2,46.48
7,BILAULI,12-01-2023,12-01-2023,12,583.45
7,BILAULI,13-01-2023,11-01-2023,1,23.31
7,BILAULI,13-01-2023,13-01-2023,17,581.31
7,BILAULI,14-01-2023,14-01-2023,11,555.60
7,BILAULI,15-01-2023,14-01-2023,5,146.22
7,BILAULI,15-01-2023,15-01-2023,12,556.95
7,BILAULI,16-01-2023,14-01-2023,1,18.81
7,BILAULI,16-01-2023,15-01-2023,1,23.61
7,BILAULI,16-01-2023,16-01-2023,9,445.64
7,BILAULI,17-01-2023,14-01-2023,1,23.61
7,BILAULI,17-01-2023,17-01-2023,10,376.84
7,BILAULI,18-01-2023,15-01-2023,1,45.64
7,BILAULI,18-01-2023,17-01-2023,3,131.42
7,BILAULI,18-01-2023,18-01-2023,6,291.81
7,BILAULI,19-01-2023,17-01-2023,2,47.02
7,BILAULI,19-01-2023,18-01-2023,5,202.46
7,BILAULI,19-01-2023,19-01-2023,11,442.07
7,BILAULI,20-01-2023,17-01-2023,1,23.22
7,BILAULI,20-01-2023,19-01-2023,1,53.71
7,BILAULI,20-01-2023,20-01-2023,12,464.79
7,BILAULI,21-01-2023,21-01-2023,6,232.83
7,BILAULI,22-01-2023,20-01-2023,1,20.64
7,BILAULI,22-01-2023,21-01-2023,7,346.95
7,BILAULI,22-01-2023,22-01-2023,4,124.78
7,BILAULI,23-01-2023,22-01-2023,4,216.01
7,BILAULI,23-01-2023,23-01-2023,1,23.76
7,BILAULI,24-01-2023,22-01-2023,5,239.93
7,BILAULI,24-01-2023,23-01-2023,3,69.98
7,BILAULI,24-01-2023,24-01-2023,3,101.07
7,BILAULI,25-01-2023,23-01-2023,8,424.55
7,BILAULI,25-01-2023,24-01-2023,7,285.65
7,BILAULI,26-01-2023,23-01-2023,1,53.91
7,BILAULI,26-01-2023,24-01-2023,4,155.22
7,BILAULI,26-01-2023,25-01-2023,10,478.94
7,BILAULI,26-01-2023,26-01-2023,6,228.64
8,CHAKLAKHIPUR - III N,15-11-2022,13-11-2022,6,164.48
8,CHAKLAKHIPUR - III N,15-11-2022,14-11-2022,3,68.50
8,CHAKLAKHIPUR - III N,15-11-2022,15-11-2022,1,21.98
8,CHAKLAKHIPUR - III N,16-11-2022,13-11-2022,6,139.52
8,CHAKLAKHIPUR - III N,16-11-2022,14-11-2022,7,156.76
8,CHAKLAKHIPUR - III N,16-11-2022,15-11-2022,6,137.06
8,CHAKLAKHIPUR - III N,16-11-2022,16-11-2022,4,136.32
8,CHAKLAKHIPUR - III N,19-11-2022,13-11-2022,2,47.42
8,CHAKLAKHIPUR - III N,19-11-2022,14-11-2022,6,141.21
8,CHAKLAKHIPUR - III N,19-11-2022,15-11-2022,7,176.16
8,CHAKLAKHIPUR - III N,19-11-2022,16-11-2022,3,101.03
8,CHAKLAKHIPUR - III N,19-11-2022,17-11-2022,3,131.86
8,CHAKLAKHIPUR - III N,20-11-2022,14-11-2022,3,71.03
8,CHAKLAKHIPUR - III N,20-11-2022,15-11-2022,4,122.85
8,CHAKLAKHIPUR - III N,20-11-2022,16-11-2022,5,179.43
8,CHAKLAKHIPUR - III N,20-11-2022,17-11-2022,10,236.65
8,CHAKLAKHIPUR - III N,20-11-2022,18-11-2022,5,146.57
8,CHAKLAKHIPUR - III N,20-11-2022,19-11-2022,6,201.56
8,CHAKLAKHIPUR - III N,20-11-2022,20-11-2022,4,95.04
8,CHAKLAKHIPUR - III N,21-11-2022,15-11-2022,2,44.54
8,CHAKLAKHIPUR - III N,21-11-2022,16-11-2022,4,124.09
8,CHAKLAKHIPUR - III N,21-11-2022,17-11-2022,4,125.13
8,CHAKLAKHIPUR - III N,21-11-2022,18-11-2022,5,148.94
8,CHAKLAKHIPUR - III N,21-11-2022,20-11-2022,3,71.03
8,CHAKLAKHIPUR - III N,21-11-2022,21-11-2022,3,132.61
8,CHAKLAKHIPUR - III N,22-11-2022,17-11-2022,2,47.52
8,CHAKLAKHIPUR - III N,22-11-2022,18-11-2022,1,54.40
8,CHAKLAKHIPUR - III N,22-11-2022,20-11-2022,3,101.62
8,CHAKLAKHIPUR - III N,22-11-2022,21-11-2022,3,160.87
8,CHAKLAKHIPUR - III N,22-11-2022,22-11-2022,12,313.43
8,CHAKLAKHIPUR - III N,23-11-2022,18-11-2022,1,23.71
8,CHAKLAKHIPUR - III N,23-11-2022,19-11-2022,1,23.76
8,CHAKLAKHIPUR - III N,23-11-2022,21-11-2022,1,54.40
8,CHAKLAKHIPUR - III N,23-11-2022,23-11-2022,8,250.96
8,CHAKLAKHIPUR - III N,24-11-2022,22-11-2022,1,22.77
8,CHAKLAKHIPUR - III N,24-11-2022,23-11-2022,2,108.70
8,CHAKLAKHIPUR - III N,24-11-2022,24-11-2022,14,454.65
8,CHAKLAKHIPUR - III N,25-11-2022,24-11-2022,13,357.93
8,CHAKLAKHIPUR - III N,25-11-2022,25-11-2022,21,558.44
8,CHAKLAKHIPUR - III N,26-11-2022,25-11-2022,5,118.25
8,CHAKLAKHIPUR - III N,26-11-2022,26-11-2022,15,598.89
8,CHAKLAKHIPUR - III N,27-11-2022,24-11-2022,1,23.66
8,CHAKLAKHIPUR - III N,27-11-2022,25-11-2022,3,70.88
8,CHAKLAKHIPUR - III N,27-11-2022,26-11-2022,2,108.55
8,CHAKLAKHIPUR - III N,27-11-2022,27-11-2022,12,529.24
8,CHAKLAKHIPUR - III N,28-11-2022,25-11-2022,1,22.62
8,CHAKLAKHIPUR - III N,28-11-2022,26-11-2022,3,132.41
8,CHAKLAKHIPUR - III N,28-11-2022,27-11-2022,4,154.44
8,CHAKLAKHIPUR - III N,28-11-2022,28-11-2022,19,601.96
8,CHAKLAKHIPUR - III N,29-11-2022,27-11-2022,1,54.30
8,CHAKLAKHIPUR - III N,29-11-2022,28-11-2022,1,23.56
8,CHAKLAKHIPUR - III N,29-11-2022,29-11-2022,20,655.66
8,CHAKLAKHIPUR - III N,30-11-2022,28-11-2022,4,115.33
8,CHAKLAKHIPUR - III N,30-11-2022,29-11-2022,3,101.72
8,CHAKLAKHIPUR - III N,30-11-2022,30-11-2022,20,653.68
8,CHAKLAKHIPUR - III N,01-12-2022,28-11-2022,2,108.40
8,CHAKLAKHIPUR - III N,01-12-2022,29-11-2022,4,125.18
8,CHAKLAKHIPUR - III N,01-12-2022,30-11-2022,3,132.02
8,CHAKLAKHIPUR - III N,01-12-2022,01-12-2022,14,545.87
8,CHAKLAKHIPUR - III N,02-12-2022,28-11-2022,1,23.76
8,CHAKLAKHIPUR - III N,02-12-2022,01-12-2022,6,233.78
8,CHAKLAKHIPUR - III N,02-12-2022,02-12-2022,15,630.06
8,CHAKLAKHIPUR - III N,03-12-2022,02-12-2022,2,108.60
8,CHAKLAKHIPUR - III N,03-12-2022,03-12-2022,9,274.52
8,CHAKLAKHIPUR - III N,04-12-2022,30-11-2022,1,23.66
8,CHAKLAKHIPUR - III N,04-12-2022,02-12-2022,3,132.21
8,CHAKLAKHIPUR - III N,04-12-2022,03-12-2022,5,118.55
8,CHAKLAKHIPUR - III N,04-12-2022,04-12-2022,10,390.15
8,CHAKLAKHIPUR - III N,05-12-2022,01-12-2022,1,54.25
8,CHAKLAKHIPUR - III N,05-12-2022,03-12-2022,3,101.42
8,CHAKLAKHIPUR - III N,05-12-2022,04-12-2022,3,162.90
8,CHAKLAKHIPUR - III N,05-12-2022,05-12-2022,10,298.23
8,CHAKLAKHIPUR - III N,06-12-2022,05-12-2022,6,264.67
8,CHAKLAKHIPUR - III N,06-12-2022,06-12-2022,11,352.38
8,CHAKLAKHIPUR - III N,07-12-2022,03-12-2022,2,45.24
8,CHAKLAKHIPUR - III N,07-12-2022,05-12-2022,1,23.76
8,CHAKLAKHIPUR - III N,07-12-2022,06-12-2022,2,47.27
8,CHAKLAKHIPUR - III N,07-12-2022,07-12-2022,18,549.14
8,CHAKLAKHIPUR - III N,08-12-2022,04-12-2022,1,21.68
8,CHAKLAKHIPUR - III N,08-12-2022,06-12-2022,4,185.82
8,CHAKLAKHIPUR - III N,08-12-2022,07-12-2022,1,23.61
8,CHAKLAKHIPUR - III N,08-12-2022,08-12-2022,12,437.42
8,CHAKLAKHIPUR - III N,09-12-2022,07-12-2022,2,78.55
8,CHAKLAKHIPUR - III N,09-12-2022,08-12-2022,5,179.63
8,CHAKLAKHIPUR - III N,09-12-2022,09-12-2022,15,628.38
8,CHAKLAKHIPUR - III N,10-12-2022,08-12-2022,1,23.66
8,CHAKLAKHIPUR - III N,10-12-2022,09-12-2022,1,54.35
8,CHAKLAKHIPUR - III N,10-12-2022,10-12-2022,17,616.21
8,CHAKLAKHIPUR - III N,11-12-2022,08-12-2022,4,94.59
8,CHAKLAKHIPUR - III N,11-12-2022,11-12-2022,17,494.69
8,CHAKLAKHIPUR - III N,12-12-2022,12-12-2022,9,335.75
8,CHAKLAKHIPUR - III N,13-12-2022,11-12-2022,1,22.82
8,CHAKLAKHIPUR - III N,13-12-2022,12-12-2022,11,285.54
8,CHAKLAKHIPUR - III N,13-12-2022,13-12-2022,14,607.05
8,CHAKLAKHIPUR - III N,14-12-2022,13-12-2022,3,70.93
8,CHAKLAKHIPUR - III N,14-12-2022,14-12-2022,6,262.59
8,CHAKLAKHIPUR - III N,15-12-2022,13-12-2022,2,47.12
8,CHAKLAKHIPUR - III N,15-12-2022,14-12-2022,14,392.07
8,CHAKLAKHIPUR - III N,15-12-2022,15-12-2022,12,493.06
8,CHAKLAKHIPUR - III N,16-12-2022,15-12-2022,7,164.98
8,CHAKLAKHIPUR - III N,16-12-2022,16-12-2022,23,757.18
8,CHAKLAKHIPUR - III N,17-12-2022,17-12-2022,8,278.93
8,CHAKLAKHIPUR - III N,18-12-2022,17-12-2022,8,309.41
8,CHAKLAKHIPUR - III N,18-12-2022,18-12-2022,10,327.53
8,CHAKLAKHIPUR - III N,19-12-2022,18-12-2022,5,240.32
8,CHAKLAKHIPUR - III N,19-12-2022,19-12-2022,20,625.50
8,CHAKLAKHIPUR - III N,20-12-2022,20-12-2022,20,625.70
8,CHAKLAKHIPUR - III N,21-12-2022,19-12-2022,1,20.69
8,CHAKLAKHIPUR - III N,21-12-2022,21-12-2022,18,626.94
8,CHAKLAKHIPUR - III N,22-12-2022,20-12-2022,1,23.36
8,CHAKLAKHIPUR - III N,22-12-2022,21-12-2022,2,45.44
8,CHAKLAKHIPUR - III N,22-12-2022,22-12-2022,14,572.95
8,CHAKLAKHIPUR - III N,23-12-2022,22-12-2022,1,54.35
8,CHAKLAKHIPUR - III N,23-12-2022,23-12-2022,17,491.51
8,CHAKLAKHIPUR - III N,24-12-2022,24-12-2022,17,555.17
8,CHAKLAKHIPUR - III N,25-12-2022,24-12-2022,2,47.32
8,CHAKLAKHIPUR - III N,25-12-2022,25-12-2022,10,295.30
8,CHAKLAKHIPUR - III N,26-12-2022,24-12-2022,2,47.22
8,CHAKLAKHIPUR - III N,26-12-2022,25-12-2022,7,194.38
8,CHAKLAKHIPUR - III N,26-12-2022,26-12-2022,14,391.98
8,CHAKLAKHIPUR - III N,27-12-2022,25-12-2022,4,216.96
8,CHAKLAKHIPUR - III N,27-12-2022,26-12-2022,1,54.30
8,CHAKLAKHIPUR - III N,27-12-2022,27-12-2022,10,328.62
8,CHAKLAKHIPUR - III N,28-12-2022,26-12-2022,1,23.66
8,CHAKLAKHIPUR - III N,28-12-2022,27-12-2022,4,186.51
8,CHAKLAKHIPUR - III N,28-12-2022,28-12-2022,11,382.77
8,CHAKLAKHIPUR - III N,29-12-2022,28-12-2022,1,54.15
8,CHAKLAKHIPUR - III N,29-12-2022,29-12-2022,9,304.91
8,CHAKLAKHIPUR - III N,30-12-2022,29-12-2022,2,108.60
8,CHAKLAKHIPUR - III N,30-12-2022,30-12-2022,11,443.95
8,CHAKLAKHIPUR - III N,31-12-2022,30-12-2022,1,23.76
8,CHAKLAKHIPUR - III N,31-12-2022,31-12-2022,7,288.33
8,CHAKLAKHIPUR - III N,01-01-2023,31-12-2022,3,101.57
8,CHAKLAKHIPUR - III N,01-01-2023,01-01-2023,6,203.19
8,CHAKLAKHIPUR - III N,02-01-2023,31-12-2022,2,78.01
8,CHAKLAKHIPUR - III N,02-01-2023,01-01-2023,5,138.89
8,CHAKLAKHIPUR - III N,02-01-2023,02-01-2023,4,120.69
8,CHAKLAKHIPUR - III N,03-01-2023,31-12-2022,1,45.94
8,CHAKLAKHIPUR - III N,03-01-2023,01-01-2023,1,23.71
8,CHAKLAKHIPUR - III N,03-01-2023,02-01-2023,4,125.43
8,CHAKLAKHIPUR - III N,03-01-2023,03-01-2023,12,436.87
8,CHAKLAKHIPUR - III N,04-01-2023,03-01-2023,1,54.35
8,CHAKLAKHIPUR - III N,04-01-2023,04-01-2023,9,304.66
8,CHAKLAKHIPUR - III N,05-01-2023,03-01-2023,1,22.08
8,CHAKLAKHIPUR - III N,05-01-2023,04-01-2023,3,132.41
8,CHAKLAKHIPUR - III N,05-01-2023,05-01-2023,15,537.75
8,CHAKLAKHIPUR - III N,06-01-2023,04-01-2023,1,23.66
8,CHAKLAKHIPUR - III N,06-01-2023,05-01-2023,5,210.32
8,CHAKLAKHIPUR - III N,06-01-2023,06-01-2023,15,476.66
8,CHAKLAKHIPUR - III N,07-01-2023,06-01-2023,1,54.35
8,CHAKLAKHIPUR - III N,07-01-2023,07-01-2023,16,531.76
8,CHAKLAKHIPUR - III N,08-01-2023,06-01-2023,3,151.27
8,CHAKLAKHIPUR - III N,08-01-2023,07-01-2023,3,97.07
8,CHAKLAKHIPUR - III N,08-01-2023,08-01-2023,16,501.07
8,CHAKLAKHIPUR - III N,09-01-2023,08-01-2023,5,148.69
8,CHAKLAKHIPUR - III N,09-01-2023,09-01-2023,15,506.32
8,CHAKLAKHIPUR - III N,10-01-2023,09-01-2023,4,93.84
8,CHAKLAKHIPUR - III N,10-01-2023,10-01-2023,17,645.74
8,CHAKLAKHIPUR - III N,11-01-2023,08-01-2023,1,23.46
8,CHAKLAKHIPUR - III N,11-01-2023,09-01-2023,1,23.41
8,CHAKLAKHIPUR - III N,11-01-2023,10-01-2023,9,241.12
8,CHAKLAKHIPUR - III N,11-01-2023,11-01-2023,8,310.21
8,CHAKLAKHIPUR - III N,12-01-2023,10-01-2023,2,46.38
8,CHAKLAKHIPUR - III N,12-01-2023,11-01-2023,14,452.51
8,CHAKLAKHIPUR - III N,12-01-2023,12-01-2023,7,195.61
8,CHAKLAKHIPUR - III N,13-01-2023,10-01-2023,1,21.68
8,CHAKLAKHIPUR - III N,13-01-2023,12-01-2023,18,637.48
8,CHAKLAKHIPUR - III N,13-01-2023,13-01-2023,7,287.88
8,CHAKLAKHIPUR - III N,14-01-2023,12-01-2023,1,20.39
8,CHAKLAKHIPUR - III N,14-01-2023,13-01-2023,15,384.34
8,CHAKLAKHIPUR - III N,14-01-2023,14-01-2023,6,202.70
8,CHAKLAKHIPUR - III N,16-01-2023,13-01-2023,1,52.67
8,CHAKLAKHIPUR - III N,16-01-2023,14-01-2023,13,398.21
8,CHAKLAKHIPUR - III N,16-01-2023,15-01-2023,6,233.58
8,CHAKLAKHIPUR - III N,16-01-2023,16-01-2023,1,54.25
8,CHAKLAKHIPUR - III N,17-01-2023,14-01-2023,5,116.37
8,CHAKLAKHIPUR - III N,17-01-2023,15-01-2023,13,481.08
8,CHAKLAKHIPUR - III N,17-01-2023,16-01-2023,1,21.63
8,CHAKLAKHIPUR - III N,17-01-2023,17-01-2023,1,23.76
8,CHAKLAKHIPUR - III N,18-01-2023,16-01-2023,14,575.06
8,CHAKLAKHIPUR - III N,18-01-2023,17-01-2023,4,94.54
8,CHAKLAKHIPUR - III N,19-01-2023,16-01-2023,2,45.69
8,CHAKLAKHIPUR - III N,19-01-2023,17-01-2023,10,389.40
8,CHAKLAKHIPUR - III N,19-01-2023,18-01-2023,6,140.37
8,CHAKLAKHIPUR - III N,19-01-2023,19-01-2023,2,45.84
8,CHAKLAKHIPUR - III N,20-01-2023,17-01-2023,2,78.01
8,CHAKLAKHIPUR - III N,20-01-2023,18-01-2023,11,413.31
8,CHAKLAKHIPUR - III N,20-01-2023,19-01-2023,9,365.15
8,CHAKLAKHIPUR - III N,20-01-2023,20-01-2023,4,94.79
8,CHAKLAKHIPUR - III N,21-01-2023,18-01-2023,3,100.28
8,CHAKLAKHIPUR - III N,21-01-2023,19-01-2023,7,164.63
8,CHAKLAKHIPUR - III N,21-01-2023,20-01-2023,4,185.81
8,CHAKLAKHIPUR - III N,21-01-2023,21-01-2023,3,132.46
8,CHAKLAKHIPUR - III N,22-01-2023,20-01-2023,5,172.40
8,CHAKLAKHIPUR - III N,22-01-2023,21-01-2023,13,367.67
8,CHAKLAKHIPUR - III N,23-01-2023,20-01-2023,2,68.51
8,CHAKLAKHIPUR - III N,23-01-2023,21-01-2023,3,101.47
8,CHAKLAKHIPUR - III N,23-01-2023,22-01-2023,11,413.06
8,CHAKLAKHIPUR - III N,24-01-2023,22-01-2023,1,23.76
8,CHAKLAKHIPUR - III N,24-01-2023,24-01-2023,14,454.75
8,CHAKLAKHIPUR - III N,25-01-2023,25-01-2023,18,610.12
8,CHAKLAKHIPUR - III N,26-01-2023,25-01-2023,2,47.42
8,CHAKLAKHIPUR - III N,26-01-2023,26-01-2023,9,303.18
9,TAPARPURWA,14-11-2022,13-11-2022,8,357.58
9,TAPARPURWA,14-11-2022,14-11-2022,3,148.05
9,TAPARPURWA,16-11-2022,14-11-2022,6,166.22
9,TAPARPURWA,16-11-2022,15-11-2022,6,243.04
9,TAPARPURWA,18-11-2022,13-11-2022,4,149.78
9,TAPARPURWA,18-11-2022,14-11-2022,4,113.05
9,TAPARPURWA,18-11-2022,15-11-2022,3,126.37
9,TAPARPURWA,18-11-2022,16-11-2022,5,199.43
9,TAPARPURWA,18-11-2022,17-11-2022,1,35.94
9,TAPARPURWA,19-11-2022,13-11-2022,2,74.70
9,TAPARPURWA,19-11-2022,14-11-2022,2,45.09
9,TAPARPURWA,19-11-2022,15-11-2022,1,47.92
9,TAPARPURWA,19-11-2022,16-11-2022,2,99.10
9,TAPARPURWA,19-11-2022,17-11-2022,2,101.97
9,TAPARPURWA,20-11-2022,14-11-2022,2,78.16
9,TAPARPURWA,20-11-2022,15-11-2022,2,105.98
9,TAPARPURWA,20-11-2022,16-11-2022,4,144.93
9,TAPARPURWA,20-11-2022,17-11-2022,10,431.54
9,TAPARPURWA,21-11-2022,15-11-2022,1,50.64
9,TAPARPURWA,21-11-2022,16-11-2022,2,99.70
9,TAPARPURWA,21-11-2022,17-11-2022,4,155.33
9,TAPARPURWA,21-11-2022,20-11-2022,4,184.68
9,TAPARPURWA,21-11-2022,21-11-2022,6,219.53
9,TAPARPURWA,22-11-2022,21-11-2022,2,46.03
9,TAPARPURWA,22-11-2022,22-11-2022,4,176.47
9,TAPARPURWA,23-11-2022,20-11-2022,1,19.80
9,TAPARPURWA,23-11-2022,21-11-2022,1,53.86
9,TAPARPURWA,23-11-2022,22-11-2022,2,103.85
9,TAPARPURWA,23-11-2022,23-11-2022,5,266.11
9,TAPARPURWA,24-11-2022,21-11-2022,2,44.50
9,TAPARPURWA,24-11-2022,23-11-2022,2,95.93
9,TAPARPURWA,24-11-2022,24-11-2022,11,523.89
9,TAPARPURWA,25-11-2022,24-11-2022,5,204.03
9,TAPARPURWA,25-11-2022,25-11-2022,14,685.67
9,TAPARPURWA,26-11-2022,23-11-2022,1,47.72
9,TAPARPURWA,26-11-2022,24-11-2022,2,77.71
9,TAPARPURWA,26-11-2022,25-11-2022,5,198.20
9,TAPARPURWA,26-11-2022,26-11-2022,13,588.20
9,TAPARPURWA,27-11-2022,24-11-2022,3,99.79
9,TAPARPURWA,27-11-2022,25-11-2022,2,107.71
9,TAPARPURWA,27-11-2022,26-11-2022,4,202.66
9,TAPARPURWA,27-11-2022,27-11-2022,12,516.23
9,TAPARPURWA,28-11-2022,25-11-2022,1,54.45
9,TAPARPURWA,28-11-2022,26-11-2022,5,201.16
9,TAPARPURWA,28-11-2022,27-11-2022,9,386.24
9,TAPARPURWA,28-11-2022,28-11-2022,6,285.77
9,TAPARPURWA,29-11-2022,26-11-2022,1,23.66
9,TAPARPURWA,29-11-2022,27-11-2022,3,122.02
9,TAPARPURWA,29-11-2022,28-11-2022,5,200.82
9,TAPARPURWA,29-11-2022,29-11-2022,12,540.34
9,TAPARPURWA,30-11-2022,27-11-2022,1,49.50
9,TAPARPURWA,30-11-2022,28-11-2022,3,154.34
9,TAPARPURWA,30-11-2022,29-11-2022,2,102.66
9,TAPARPURWA,30-11-2022,30-11-2022,4,183.05
9,TAPARPURWA,01-12-2022,28-11-2022,3,158.30
9,TAPARPURWA,01-12-2022,29-11-2022,1,49.50
9,TAPARPURWA,01-12-2022,30-11-2022,5,231.56
9,TAPARPURWA,01-12-2022,01-12-2022,6,198.39
9,TAPARPURWA,02-12-2022,29-11-2022,2,77.71
9,TAPARPURWA,02-12-2022,30-11-2022,3,127.02
9,TAPARPURWA,02-12-2022,01-12-2022,3,132.56
9,TAPARPURWA,02-12-2022,02-12-2022,2,57.62
9,TAPARPURWA,03-12-2022,30-11-2022,6,254.13
9,TAPARPURWA,03-12-2022,01-12-2022,9,421.83
9,TAPARPURWA,03-12-2022,02-12-2022,5,253.83
9,TAPARPURWA,04-12-2022,30-11-2022,1,49.45
9,TAPARPURWA,04-12-2022,01-12-2022,3,146.02
9,TAPARPURWA,04-12-2022,02-12-2022,9,438.46
9,TAPARPURWA,04-12-2022,04-12-2022,5,225.72
9,TAPARPURWA,05-12-2022,02-12-2022,3,126.03
9,TAPARPURWA,05-12-2022,04-12-2022,3,161.67
9,TAPARPURWA,05-12-2022,05-12-2022,3,127.46
9,TAPARPURWA,06-12-2022,02-12-2022,1,49.99
9,TAPARPURWA,06-12-2022,04-12-2022,2,78.01
9,TAPARPURWA,06-12-2022,05-12-2022,8,395.26
9,TAPARPURWA,06-12-2022,06-12-2022,6,320.46
9,TAPARPURWA,07-12-2022,04-12-2022,1,23.76
9,TAPARPURWA,07-12-2022,05-12-2022,2,72.96
9,TAPARPURWA,07-12-2022,06-12-2022,3,157.26
9,TAPARPURWA,07-12-2022,07-12-2022,6,317.20
9,TAPARPURWA,08-12-2022,06-12-2022,2,102.76
9,TAPARPURWA,08-12-2022,07-12-2022,6,278.78
9,TAPARPURWA,08-12-2022,08-12-2022,9,390.30
9,TAPARPURWA,09-12-2022,06-12-2022,1,21.68
9,TAPARPURWA,09-12-2022,07-12-2022,1,23.76
9,TAPARPURWA,09-12-2022,08-12-2022,5,148.40
9,TAPARPURWA,09-12-2022,09-12-2022,15,650.77
9,TAPARPURWA,10-12-2022,08-12-2022,1,23.76
9,TAPARPURWA,10-12-2022,10-12-2022,10,525.13
9,TAPARPURWA,11-12-2022,10-12-2022,1,49.90
9,TAPARPURWA,11-12-2022,11-12-2022,12,464.10
9,TAPARPURWA,12-12-2022,10-12-2022,1,51.08
